Ticket;Symbol;Type;Open time;Open price;Size;Close time;Close price;Profit/Loss;Balance;Sample type;Close type;MAE ($);MFE ($);Time in trade;Comment
5691;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.11.23 10:00:00;138.828;0.48;2020.11.23 13:00:00;138.530;-102.38;18957.09;OOS1;SL;-99.13;15.97;3h 0m;
5709;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.12.04 16:00:00;140.496;0.47;2020.12.04 21:00:00;140.191;-102.52;18854.57;OOS1;SL;-99.34;67.42;5h 0m;
5719;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.12.15 18:00:00;139.313;0.38;2020.12.16 05:00:00;139.302;-1.90;18852.66;OOS1;Exit After X Bars;-75.32;75.32;11h 0m;
5728;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.12.21 21:00:00;138.943;0.37;2020.12.22 06:00:00;138.557;-98.00;18754.66;OOS1;SL;-98.97;149.74;9h 0m;
5731;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2020.12.24 11:00:00;140.974;0.34;2020.12.24 14:00:00;140.557;-100.56;18654.10;OOS1;SL;-98.25;55.84;3h 0m;
5755;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.01.12 14:00:00;141.802;0.49;2021.01.13 01:00:00;141.794;-1.43;18652.67;OOS1;Exit After X Bars;-69.27;76.74;11h 0m;
5763;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.01.19 04:00:00;141.494;0.56;2021.01.19 15:00:00;141.513;3.58;18656.25;OOS1;Exit After X Bars;-59.38;93.14;11h 0m;
5764;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.01.20 12:00:00;142.240;0.58;2021.01.20 13:00:00;141.992;-103.61;18552.65;OOS1;SL;-99.68;38.59;1h 0m;
5772;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.01.26 16:00:00;142.199;0.62;2021.01.27 03:00:00;142.440;105.17;18657.82;OOS1;Exit After X Bars;-28.79;122.02;11h 0m;
5774;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.01.28 16:00:00;143.083;0.58;2021.01.29 03:00:00;143.219;56.18;18714.00;OOS1;Exit After X Bars;-34.57;84.81;11h 0m;
5781;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.02.04 14:00:00;143.599;0.61;2021.02.04 21:00:00;144.229;262.19;18976.19;OOS1;PT;0.00;266.32;7h 0m;
5786;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.02.10 11:00:00;145.064;0.66;2021.02.10 15:00:00;144.846;-104.18;18872.02;OOS1;SL;-99.71;0.00;4h 0m;
5790;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.02.12 16:00:00;145.036;0.7;2021.02.15 01:00:00;145.598;274.46;19146.47;OOS1;PT;0.00;272.63;2d 9h 0m;
5791;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.02.15 12:00:00;146.647;0.68;2021.02.15 13:00:00;146.437;-103.56;19042.91;OOS1;SL;-98.96;0.00;1h 0m;
5792;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.02.16 03:00:00;147.045;0.67;2021.02.16 09:00:00;146.831;-103.90;18939.01;OOS1;SL;-99.36;120.26;6h 0m;
5795;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.02.18 15:00:00;147.757;0.61;2021.02.18 17:00:00;147.522;-103.47;18835.54;OOS1;SL;-99.34;11.84;2h 0m;
5797;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.02.22 03:00:00;148.226;0.6;2021.02.22 04:00:00;147.987;-103.44;18732.10;OOS1;SL;-99.38;14.97;1h 0m;
5799;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.02.24 03:00:00;149.090;0.57;2021.02.24 09:00:00;149.740;252.90;18985.00;OOS1;PT;0.00;400.54;6h 0m;
5805;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.03.03 09:00:00;149.275;0.39;2021.03.03 20:00:00;149.425;37.90;19022.90;OOS1;Exit After X Bars;-67.30;113.51;11h 0m;
5809;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.03.04 17:00:00;150.313;0.42;2021.03.04 20:00:00;149.971;-102.39;18920.52;OOS1;SL;-99.54;120.79;3h 0m;
5813;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.03.09 04:00:00;150.897;0.4;2021.03.09 15:00:00;150.966;16.42;18936.93;OOS1;Exit After X Bars;-33.54;91.48;11h 0m;
5815;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.03.11 07:00:00;151.432;0.43;2021.03.11 18:00:00;151.548;31.66;18968.59;OOS1;Exit After X Bars;-85.23;74.20;11h 0m;
5822;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.03.18 02:00:00;152.207;0.51;2021.03.18 06:00:00;151.927;-102.41;18866.18;OOS1;SL;-98.96;18.73;4h 0m;
5835;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.03.26 10:00:00;150.593;0.45;2021.03.26 16:00:00;151.427;257.04;19123.21;OOS1;PT;-38.67;260.08;6h 0m;
5850;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.04.09 16:00:00;150.752;0.48;2021.04.09 17:00:00;150.456;-101.71;19021.50;OOS1;SL;-98.46;60.21;1h 0m;
5862;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.04.16 15:00:00;150.232;0.5;2021.04.19 02:00:00;150.437;72.34;19093.84;OOS1;Exit After X Bars;-49.90;137.21;2d 11h 0m;
5863;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.04.19 15:00:00;150.935;0.51;2021.04.20 02:00:00;151.287;125.74;19219.59;OOS1;Exit After X Bars;-43.47;134.66;11h 0m;
5871;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.04.27 13:00:00;150.601;0.5;2021.04.28 00:00:00;151.170;198.47;19418.06;OOS1;Exit After X Bars;-60.98;224.19;11h 0m;
5874;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.04.29 12:00:00;152.171;0.52;2021.04.29 13:00:00;151.895;-102.98;19315.08;OOS1;SL;-99.46;10.09;1h 0m;
5878;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.05.03 10:00:00;151.772;0.52;2021.05.03 21:00:00;151.720;-22.26;19292.82;OOS1;Exit After X Bars;-72.07;55.86;11h 0m;
5879;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.05.05 04:00:00;152.053;0.52;2021.05.05 11:00:00;151.777;-102.98;19189.84;OOS1;SL;-99.46;63.78;7h 0m;
5884;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.05.10 09:00:00;153.051;0.52;2021.05.10 15:00:00;153.777;258.10;19447.94;OOS1;PT;0.00;261.62;6h 0m;
5892;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.05.18 02:00:00;154.499;0.53;2021.05.18 13:00:00;154.711;74.28;19522.22;OOS1;Exit After X Bars;-0.73;120.84;11h 0m;
5904;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.05.27 14:00:00;154.529;0.62;2021.05.27 16:00:00;155.155;264.77;19786.99;OOS1;PT;0.00;268.97;2h 0m;
5921;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.06.08 21:00:00;155.109;0.65;2021.06.09 00:00:00;154.890;-96.95;19690.04;OOS1;SL;-98.65;0.00;3h 0m;
5928;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.06.14 16:00:00;155.066;0.68;2021.06.15 03:00:00;155.258;92.26;19782.30;OOS1;Exit After X Bars;0.00;130.53;11h 0m;
5934;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.06.21 13:00:00;152.827;0.54;2021.06.21 20:00:00;153.504;249.69;20031.99;OOS1;PT;-63.24;253.35;7h 0m;
5936;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.06.23 13:00:00;155.143;0.5;2021.06.23 14:00:00;154.860;-101.44;19930.55;OOS1;SL;-98.06;3.46;1h 0m;
5960;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.07.09 17:00:00;152.720;0.49;2021.07.09 17:00:00;152.427;-102.81;19827.74;OOS1;SL;-99.49;29.20;0s;
5977;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.07.21 20:00:00;151.295;0.42;2021.07.22 03:00:00;150.952;-90.85;19736.89;OOS1;SL;-99.83;12.52;7h 0m;
5980;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.07.26 16:00:00;152.506;0.43;2021.07.27 03:00:00;152.507;1.42;19738.31;OOS1;Exit After X Bars;-91.78;29.20;11h 0m;
5985;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.07.29 10:00:00;153.277;0.46;2021.07.29 18:00:00;152.969;-101.30;19637.02;OOS1;SL;-98.18;52.28;8h 0m;
6027;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.08.27 15:00:00;151.241;0.55;2021.08.30 02:00:00;151.216;-8.09;19628.93;OOS1;Exit After X Bars;-96.43;104.82;2d 11h 0m;
6031;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.08.31 09:00:00;151.589;0.59;2021.08.31 10:00:00;151.345;-103.76;19525.17;OOS1;SL;-99.76;0.82;1h 0m;
6032;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.09.01 10:00:00;151.735;0.59;2021.09.01 21:00:00;151.601;-58.78;19466.39;OOS1;Exit After X Bars;-77.69;85.45;11h 0m;
6033;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.09.02 17:00:00;152.140;0.61;2021.09.03 04:00:00;152.123;-5.59;19460.80;OOS1;Exit After X Bars;-52.42;32.97;11h 0m;
6042;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.09.10 11:00:00;152.638;0.65;2021.09.10 12:00:00;152.419;-103.05;19357.75;OOS1;SL;-98.65;0.00;1h 0m;
6059;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.09.23 14:00:00;150.737;0.5;2021.09.23 19:00:00;151.471;250.95;19608.70;OOS1;PT;-3.81;254.33;5h 0m;
6070;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.10.01 14:00:00;150.524;0.45;2021.10.01 15:00:00;150.207;-101.90;19506.79;OOS1;SL;-98.86;36.17;1h 0m;
6075;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.10.08 04:00:00;152.317;0.45;2021.10.08 15:00:00;152.234;-28.93;19477.86;OOS1;Exit After X Bars;-86.38;71.41;11h 0m;
6077;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.10.11 06:00:00;153.680;0.47;2021.10.11 17:00:00;154.312;202.67;19680.53;OOS1;Exit After X Bars;-40.39;240.37;11h 0m;
6078;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.10.12 15:00:00;154.617;0.46;2021.10.12 16:00:00;154.307;-101.94;19578.59;OOS1;SL;-98.82;65.35;1h 0m;
6084;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.10.15 09:00:00;156.235;0.46;2021.10.15 12:00:00;157.050;256.69;19835.29;OOS1;PT;-19.45;259.81;3h 0m;
6087;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.10.19 12:00:00;157.627;0.47;2021.10.19 23:00:00;157.683;15.06;19850.34;OOS1;Exit After X Bars;-26.71;138.75;11h 0m;
6097;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.10.26 17:00:00;157.686;0.44;2021.10.26 18:00:00;157.362;-101.77;19748.57;OOS1;SL;-98.79;25.61;1h 0m;
6127;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.11.16 03:00:00;153.353;0.48;2021.11.16 14:00:00;153.601;79.25;19827.81;OOS1;Exit After X Bars;-77.17;174.97;11h 0m;
6164;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.12.14 16:00:00;150.557;0.44;2021.12.15 03:00:00;150.541;-3.73;19824.09;OOS1;Exit After X Bars;-89.65;11.28;11h 0m;
6168;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.12.16 14:00:00;152.271;0.46;2021.12.16 16:00:00;151.963;-101.30;19722.79;OOS1;SL;-98.18;114.76;2h 0m;
6179;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.12.21 16:00:00;150.973;0.44;2021.12.22 03:00:00;151.341;113.36;19836.15;OOS1;Exit After X Bars;-83.55;138.43;11h 0m;
6180;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.12.23 11:00:00;153.142;0.45;2021.12.23 22:00:00;153.570;130.43;19966.58;OOS1;Exit After X Bars;-14.03;175.57;11h 0m;
6182;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.12.27 14:00:00;153.822;0.47;2021.12.28 01:00:00;154.379;182.65;20149.23;OOS1;Exit After X Bars;0.00;206.83;11h 0m;
6183;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.12.29 17:00:00;154.898;0.51;2021.12.30 04:00:00;155.336;165.72;20314.95;OOS1;Exit After X Bars;-20.50;160.10;11h 0m;
6186;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2021.12.31 17:00:00;156.015;0.56;2021.12.31 18:00:00;155.759;-103.14;20211.81;OOS1;SL;-99.35;0.00;1h 0m;
6189;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.01.04 14:00:00;156.836;0.53;2022.01.05 01:00:00;157.064;85.13;20296.94;OOS1;Exit After X Bars;-10.65;216.70;11h 0m;
6190;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.01.05 18:00:00;157.339;0.51;2022.01.06 03:00:00;157.059;-88.05;20208.89;OOS1;SL;-98.96;150.91;9h 0m;
6200;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.01.17 05:00:00;156.559;0.49;2022.01.17 14:00:00;156.265;-103.15;20105.74;OOS1;SL;-99.83;52.63;9h 0m;
6228;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.02.03 14:00:00;156.097;0.49;2022.02.03 15:00:00;155.806;-102.13;20003.61;OOS1;SL;-98.81;132.43;1h 0m;
6236;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.02.10 11:00:00;157.091;0.49;2022.02.10 17:00:00;157.863;258.83;20262.44;OOS1;PT;-25.47;262.15;6h 0m;
6265;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.03.02 20:00:00;154.699;0.38;2022.03.03 07:00:00;155.046;99.51;20361.95;OOS1;Exit After X Bars;-51.61;96.12;11h 0m;
6279;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.03.14 15:00:00;154.195;0.38;2022.03.14 19:00:00;153.824;-100.27;20261.68;OOS1;SL;-97.70;0.00;4h 0m;
6282;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.03.15 18:00:00;154.655;0.38;2022.03.15 19:00:00;154.282;-100.80;20160.88;OOS1;SL;-98.23;8.16;1h 0m;
6285;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.03.16 21:00:00;155.724;0.39;2022.03.17 08:00:00;156.241;148.08;20308.96;OOS1;Exit After X Bars;-35.68;227.57;11h 0m;
6287;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.03.22 03:00:00;157.750;0.39;2022.03.22 11:00:00;158.711;257.09;20566.04;OOS1;PT;-67.30;259.73;8h 0m;
6292;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.03.28 10:00:00;162.885;0.34;2022.03.28 11:00:00;163.964;251.93;20817.98;OOS1;PT;-29.45;254.23;1h 0m;
6302;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.04.01 05:00:00;161.024;0.25;2022.04.01 16:00:00;161.006;-4.81;20813.17;OOS1;Exit After X Bars;-96.33;27.20;11h 0m;
6307;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.04.05 16:00:00;161.766;0.3;2022.04.06 03:00:00;161.703;-12.31;20800.86;OOS1;Exit After X Bars;-74.22;41.58;11h 0m;
6316;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.04.11 11:00:00;163.185;0.35;2022.04.11 22:00:00;163.498;73.55;20874.40;OOS1;Exit After X Bars;0.00;158.87;11h 0m;
6320;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.04.13 22:00:00;164.780;0.38;2022.04.14 03:00:00;164.407;-90.09;20784.31;OOS1;SL;-98.23;17.91;5h 0m;
6323;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.04.15 09:00:00;165.401;0.39;2022.04.15 18:00:00;165.037;-101.02;20683.29;OOS1;SL;-98.38;1.35;9h 0m;
6326;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.04.19 04:00:00;165.694;0.41;2022.04.19 08:00:00;166.655;270.27;20953.56;OOS1;PT;0.00;273.05;4h 0m;
6328;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.04.20 01:00:00;168.301;0.4;2022.04.20 02:00:00;167.942;-102.22;20851.34;OOS1;SL;-99.51;0.00;1h 0m;
6341;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.04.28 09:00:00;163.706;0.27;2022.04.28 12:00:00;163.179;-100.43;20750.91;OOS1;SL;-98.61;101.04;3h 0m;
6350;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.05.05 01:00:00;163.328;0.3;2022.05.05 03:00:00;162.855;-100.37;20650.54;OOS1;SL;-98.34;49.69;2h 0m;
6371;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.05.17 11:00:00;161.606;0.24;2022.05.17 12:00:00;161.013;-100.25;20550.29;OOS1;SL;-98.63;0.00;1h 0m;
6391;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.05.30 15:00:00;161.467;0.26;2022.05.31 02:00:00;161.394;-12.47;20537.81;OOS1;Exit After X Bars;-40.72;8.47;11h 0m;
6392;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.06.01 10:00:00;163.147;0.29;2022.06.01 16:00:00;162.660;-99.84;20437.98;OOS1;SL;-97.87;34.37;6h 0m;
6397;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.06.06 17:00:00;164.641;0.33;2022.06.07 04:00:00;165.496;196.39;20634.37;OOS1;Exit After X Bars;0.00;232.58;11h 0m;
6398;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.06.08 02:00:00;167.247;0.33;2022.06.08 13:00:00;167.630;85.35;20719.73;OOS1;Exit After X Bars;-62.89;112.06;11h 0m;
6416;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.06.21 14:00:00;166.954;0.23;2022.06.22 01:00:00;167.787;133.37;20853.10;OOS1;Exit After X Bars;-20.24;137.71;11h 0m;
6451;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.07.18 16:00:00;165.898;0.28;2022.07.18 19:00:00;165.386;-101.24;20751.86;OOS1;SL;-99.35;37.06;3h 0m;
6468;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.08.02 18:00:00;161.345;0.28;2022.08.03 05:00:00;162.498;224.46;20976.32;OOS1;Exit After X Bars;0.00;258.07;11h 0m;
6487;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.08.16 12:00:00;161.403;0.32;2022.08.16 16:00:00;162.617;267.05;21243.37;OOS1;PT;-61.21;269.22;4h 0m;
6503;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.08.26 16:00:00;162.330;0.36;2022.08.26 17:00:00;161.937;-100.48;21142.89;OOS1;SL;-98.05;86.82;1h 0m;
6516;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.09.06 10:00:00;164.028;0.36;2022.09.06 11:00:00;163.637;-99.98;21042.90;OOS1;SL;-97.55;66.36;1h 0m;
6517;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.09.07 09:00:00;165.597;0.35;2022.09.07 20:00:00;165.862;61.91;21104.81;OOS1;Exit After X Bars;-97.75;98.23;11h 0m;
6521;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.09.12 10:00:00;167.026;0.31;2022.09.12 12:00:00;166.567;-100.71;21004.10;OOS1;SL;-98.61;1.50;2h 0m;
6523;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.09.13 15:00:00;167.366;0.32;2022.09.13 15:00:00;166.922;-100.63;20903.48;OOS1;SL;-98.46;55.66;0s;
6536;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.09.20 10:00:00;164.263;0.33;2022.09.20 16:00:00;163.833;-100.57;20802.91;OOS1;SL;-98.34;38.88;6h 0m;
6546;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.09.28 13:00:00;156.447;0.16;2022.09.28 13:00:00;155.594;-95.66;20707.24;OOS1;SL;-94.58;23.17;0s;
6548;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.09.30 11:00:00;162.066;0.15;2022.09.30 12:00:00;161.164;-94.78;20612.46;OOS1;SL;-93.76;10.19;1h 0m;
6549;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.10.03 21:00:00;163.567;0.15;2022.10.04 08:00:00;163.911;36.15;20648.62;OOS1;Exit After X Bars;-16.22;46.26;11h 0m;
6559;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.10.11 18:00:00;162.139;0.19;2022.10.11 21:00:00;161.414;-96.75;20551.87;OOS1;SL;-95.46;68.21;3h 0m;
6560;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.10.12 18:00:00;162.925;0.19;2022.10.13 05:00:00;162.870;-3.18;20548.69;OOS1;Exit After X Bars;-59.78;50.82;11h 0m;
6567;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.10.20 15:00:00;168.902;0.2;2022.10.21 02:00:00;168.580;-44.11;20504.59;OOS1;Exit After X Bars;-79.83;113.37;11h 0m;
6572;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.10.26 10:00:00;170.021;0.18;2022.10.26 21:00:00;169.948;-10.32;20494.26;OOS1;Exit After X Bars;-57.63;70.98;11h 0m;
6575;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.10.28 16:00:00;170.565;0.21;2022.10.31 03:00:00;171.368;117.41;20611.67;OOS1;Exit After X Bars;-57.78;117.88;2d 11h 0m;
6586;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.11.07 11:00:00;167.897;0.24;2022.11.07 22:00:00;169.035;187.65;20799.32;OOS1;Exit After X Bars;-58.54;197.09;11h 0m;
6625;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.11.30 16:00:00;167.370;0.29;2022.11.30 17:00:00;166.886;-99.23;20700.09;OOS1;SL;-97.27;4.02;1h 0m;
6665;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2022.12.28 12:00:00;161.480;0.29;2022.12.28 23:00:00;161.599;21.95;20722.04;OOS1;Exit After X Bars;-38.18;171.43;11h 0m;
6675;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.01.04 17:00:00;158.814;0.28;2023.01.04 19:00:00;160.137;254.82;20976.86;OOS1;PT;-3.69;256.71;2h 0m;
6695;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.01.18 04:00:00;158.553;0.28;2023.01.18 04:00:00;159.870;253.66;21230.51;OOS1;PT;0.00;342.67;0s;
6701;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.01.20 12:00:00;160.314;0.27;2023.01.20 23:00:00;160.600;51.69;21282.20;OOS1;Exit After X Bars;-33.12;180.75;11h 0m;
6706;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.01.26 22:00:00;161.715;0.29;2023.01.27 01:00:00;161.225;-97.72;21184.48;OOS1;SL;-98.48;3.01;3h 0m;
6725;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.02.13 15:00:00;160.531;0.33;2023.02.14 02:00:00;160.787;59.41;21243.89;OOS1;Exit After X Bars;-45.74;150.48;11h 0m;
6735;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.02.21 11:00:00;162.373;0.39;2023.02.21 15:00:00;163.369;266.55;21510.44;OOS1;PT;0.00;269.19;4h 0m;
6743;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.02.28 12:00:00;165.380;0.38;2023.02.28 17:00:00;165.004;-101.59;21408.85;OOS1;SL;-99.02;164.32;5h 0m;
6754;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.03.10 09:00:00;163.305;0.38;2023.03.10 09:00:00;162.929;-101.59;21307.27;OOS1;SL;-99.02;12.90;0s;
6781;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.03.29 09:00:00;162.541;0.26;2023.03.29 20:00:00;163.272;129.95;21437.22;OOS1;Exit After X Bars;-40.72;167.93;11h 0m;
6790;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.04.04 10:00:00;165.269;0.28;2023.04.04 17:00:00;164.771;-98.53;21338.69;OOS1;SL;-96.63;219.27;7h 0m;
6799;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.04.10 17:00:00;165.415;0.32;2023.04.11 04:00:00;165.392;-4.26;21334.43;OOS1;Exit After X Bars;-51.23;21.07;11h 0m;
6813;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.04.19 10:00:00;167.899;0.37;2023.04.19 12:00:00;167.517;-100.45;21233.97;OOS1;SL;-97.95;16.67;2h 0m;
6824;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.04.26 14:00:00;166.848;0.38;2023.04.26 16:00:00;166.472;-101.59;21132.38;OOS1;SL;-99.02;36.08;2h 0m;
6828;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.04.28 07:00:00;168.241;0.36;2023.04.28 10:00:00;169.287;258.52;21390.90;OOS1;PT;-59.63;260.96;3h 0m;
6851;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.05.17 18:00:00;171.427;0.37;2023.05.18 05:00:00;171.530;34.33;21425.23;OOS1;Exit After X Bars;-2.31;147.95;11h 0m;
6863;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.05.26 20:00:00;173.660;0.35;2023.05.29 07:00:00;173.586;-17.03;21408.20;OOS1;Exit After X Bars;-75.19;72.77;2d 11h 0m;
6865;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.05.30 13:00:00;174.284;0.38;2023.05.30 14:00:00;173.911;-100.80;21307.40;OOS1;SL;-98.23;0.00;1h 0m;
6878;GBPJPY_Data_Dukascopy_M1_ESTPlus07;Buy;2023.06.07 18:00:00;174.336;0.39;2023.06.08 05:00:00;174.156;-40.30;21267.10;OOS1;Exit After X Bars;-94.86;24.86;11h 0m;
